,Time (s),Channel 1 (V),Channel 2 (V),Ch2_moving_average
1556,-0.0015997182577132,-0.4039110754317092,9.44034486740864,9.11914033979583
1557,-0.0015990882577132,-0.4035778251200365,9.458575754342,9.119155836049723
1558,-0.0015984582577132,-0.4049108263667273,9.469514286502015,9.119176801569695
1559,-0.0015978282577132,-0.4035778251200365,9.465868109115345,9.11920323635575
1560,-0.0015971982577132,-0.4032445748083638,9.451283399568656,9.119235140407882
1561,-0.0015965682577132,-0.4039110754317092,9.422113980475276,9.119273259535108
1562,-0.0015959382577132,-0.4039110754317092,9.389298383995229,9.119317593737424
1563,-0.0015953082577132,-0.4059105773017453,9.36012896490185,9.11936814301483
1564,-0.0015946782577132,-0.406243827613418,9.323667191035128,9.119424907367325
1565,-0.0015940482577132,-0.4059105773017453,9.272620707621718,9.119487886794914
1566,-0.0015934182577132,-0.4069103282367633,9.239805111141669,9.119555838282574
1567,-0.0015927882577132,-0.406243827613418,9.185112450341585,9.119628761830308
1568,-0.0015921582577132,-0.4082433294834541,9.155943031248206,9.119706657438114
1569,-0.0015915282577132,-0.4095763307301448,9.1304197895415,9.119789525105993
1570,-0.0015908982577132,-0.4099095810418175,9.09395801567478,9.119877364833945
1571,-0.0015902682577132,-0.4099095810418175,9.057496241808057,9.119970176621969
1572,-0.0015896382577132,-0.4105760816651629,9.017388290554663,9.1200697756666
1573,-0.0015890082577132,-0.4105760816651629,8.973634161914596,9.120176161967839
1574,-0.0015883782577132,-0.4105760816651629,8.929880033274529,9.120289335525685
1575,-0.0015877482577132,-0.4109093319768355,8.889772082021135,9.12040929634014
1576,-0.0015871182577132,-0.4112425822885082,8.856956485541085,9.120536044411201
1577,-0.0015864882577132,-0.4109093319768355,8.816848534287692,9.120667133169627
1578,-0.0015858582577132,-0.4115758326001809,8.773094405647624,9.120802562615417
1579,-0.0015852282577132,-0.407243578548436,8.794971469967658,9.120942332748573
1580,-0.0015845982577132,-0.4069103282367633,8.89706443679448,9.121086443569094
1581,-0.0015839682577132,-0.4052440766784,9.01009593578132,9.121234895076979
1582,-0.0015833382577132,-0.4042443257433819,9.108542725221469,9.12138768727223
1583,-0.0015827082577132,-0.4019115735616731,9.199697159888274,9.121544820154845
1584,-0.0015820782577132,-0.400911822626655,9.272620707621718,9.121706293724829
1585,-0.0015814482577132,-0.4002453220033097,9.334605723195144,9.121872107982174
1586,-0.0015808182577132,-0.399912071691637,9.385652206608556,9.122042262926886
1587,-0.0015801882577132,-0.398912320756619,9.42576015786195,9.122216758558963
1588,-0.0015795582577132,-0.3985790704449463,9.451283399568656,9.122395594878403
1589,-0.0015789282577132,-0.3982458201332736,9.469514286502015,9.122578771885209
1590,-0.0015782982577132,-0.3979125698216009,9.473160463888687,9.122766289579381
1591,-0.0015776682577132,-0.3979125698216009,9.462221931728672,9.122958147960919
1592,-0.0015770382577132,-0.3982458201332736,9.447637222181983,9.123154347029818
1593,-0.0015764082577132,-0.3982458201332736,9.414821625701933,9.123356386296265
1594,-0.0015757782577132,-0.398912320756619,9.378359851835212,9.12356426576026
1595,-0.0015751482577132,-0.400911822626655,9.356482787515178,9.1237779854218
1596,-0.0015745182577132,-0.399912071691637,9.298143949328422,9.123997545280886
1597,-0.0015738882577132,-0.4012450729383277,9.2616821754617,9.124222945337515
1598,-0.0015732582577132,-0.4019115735616731,9.225220401594978,9.124450002747503
1599,-0.0015726282577132,-0.4012450729383277,9.17782009556824,9.124678717510848
1600,-0.0015719982577132,-0.4039110754317092,9.155943031248206,9.124909089627552
1601,-0.0015713682577132,-0.4045775760550546,9.123127434768156,9.125141119097613
1602,-0.0015707382577132,-0.4045775760550546,9.083019483514764,9.125374805921032
1603,-0.0015701082577132,-0.4052440766784,9.039265354874695,9.125610150097806
1604,-0.0015694782577132,-0.4052440766784,8.99551122623463,9.12584491420091
1605,-0.0015688482577132,-0.4055773269900726,8.96269562975458,9.126079098230335
1606,-0.0015682182577132,-0.4069103282367633,8.918941501114514,9.126312702186086
1607,-0.0015675882577132,-0.406243827613418,8.878833549861119,9.126545726068162
1608,-0.0015669582577132,-0.406243827613418,8.846017953381068,9.12677816987656
