Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
11727.63218424127,0.5069823340218234,-14.14914712928268,-160.0969388552924
12223.72216013265,0.4192420520591668,-14.74306064094523,-162.8957625209077
12740.79721300408,0.3664552527817072,-14.77962191950649,-165.1799257140248
13279.74503153555,0.22184660219601,-15.29453028025923,-167.2209419307218
13841.490854481,0.2333537542554858,-15.68318691436592,-168.5496952043618
14426.99905907214,0.1163623891774722,-16.0828354774174,-169.9943458649613
15037.27481661315,0.1081071449802915,-16.57626359092503,-173.5461973627357
15673.36581810872,-0.02539499917806875,-16.91671571287163,-173.8037389256991
16336.36407288776,-0.0785779618103679,-17.28909113407409,-173.3163431672109
17027.40778331055,-0.1166984839898303,-17.8717019339893,-181.6428760523893
17747.68329877786,-0.1716840206620004,-17.76947339306917,-183.1397473797825
18498.42715239644,-0.2763673066206206,-18.13020498088807,-183.4489930312744
19280.9281837975,-0.3277824041697246,-18.6425882466599,-188.1587883673655
20096.52975175224,-0.3456214697119634,-19.07409149846755,-188.8178686419869
20946.63204038334,-0.3536253589049718,-20.51436385123209,-193.2287422221155
21832.69446293124,-0.4913172490310304,-19.24753209851005,-194.879522030157
22756.23816720203,-0.5207519713910326,-20.74360333317536,-195.197336693958
23718.84864699824,-0.3750203733953542,-18.54764963689993,-185.5348173104231
24722.17846401553,-0.9831750869555816,-18.64149429309312,-248.4599373754349
25767.95008487826,-0.8517630964976981,-22.68524346569668,-147.4499661642105
26857.9588381844,-0.971467589252109,-25.06017762587184,-223.0838053932096
27994.07599663607,-0.7502360104319067,-20.59928535360483,-206.9513683532882
29178.25198954741,-0.7927956036772634,-21.61378973129429,-215.6351957608731
30412.51975124427,-0.9282123761084361,-21.99758709173301,-219.4479781342948
31698.99821110458,-0.8906828117081483,-24.96943443015336,-226.469560913042
33039.89593123081,-1.035224723156681,-23.57604431196184,-236.988758332543
34437.51489799912,-1.002643502115858,-24.08055011869055,-235.0539253303477
35894.25447399504,-1.1229123800406,-25.05236961120813,-245.083518028005
37412.61551711942,-1.208084461897443,-24.84331041504118,-236.0224937329756
38995.20467393667,-1.200155674553668,-26.37606896628985,-255.6596436634317
40644.73885463579,-1.585026731444372,-11.08181694400185,-265.5617877500176
42364.04989728618,-0.2267173188334713,-12.61572881488513,-226.2800105678217
44156.08942939619,-4.284787790264864,6.147135866423471,-228.4039147859232
46023.93393512021,4.392347075615841,3.979560915395915,-155.5616170837166
47970.79003681312,8.336557067299623,1.450176087969731,-155.6846818593464
50000.00000000001,6.42337884368678,3.42479808310483,-190.0568996015723
