"Time","Ig:Measured current","Iout:Measured current","Iinductor:Measured current","V_Isense:Measured voltage","Vout:Measured voltage","Vdrain:Measured voltage"
0.0031978810180669569,0,1.4791086608569703,0,0,7.8885795245705088,10.11142047542949
0.0031978810180670479,0,1.4791086608565494,0,0,7.8885795245682635,10.111420475431736
0.0031982277277962079,0,1.4775069619466019,0,0,7.8800371303818766,10.119962869618124
0.003198227727796299,0,1.4775069619461814,0,0,7.8800371303796339,0
0.0031994240898469192,0.64286329044037982,1.4731938266342841,0.64286329044037982,0.032143164522018992,7.8570337420495155,0.032143164522018992
0.0032006204518975393,1.2847438871588384,1.4712940512661765,1.2847438871588384,0.064237194357941924,7.8469016067529411,0.064237194357941924
0.0032018168139481594,1.9248225174000353,1.4717933745760099,1.9248225174000353,0.096241125870001776,7.8495646644053858,0.096241125870001776
0.0032030131759987796,2.5622919318378847,1.4746746748766308,2.5622919318378847,0.12811459659189425,7.8649315993420315,0.12811459659189425
0.0032042095380494001,3.1963569045755529,1.4799179700595815,3.1963569045755529,0.15981784522877765,7.8928958403177676,0.15981784522877765
0.003205368599597351,3.8066666666666569,1.4872289289899818,3.8066666666666569,0.19033333333333285,7.9318876212799028,0.19033333333333285
0.0032053685995974421,0,1.487228928990642,3.8066666667144395,0,7.9318876212834235,18
0.003206662497477219,0,1.4954859025882183,3.2599486239495454,0,7.9759248138038306,18
0.0032079563953569959,0,1.5014981528535918,2.7106092064933316,0,8.0079901485524889,18
0.0032081860148808956,0,1.5023305269284197,2.6129108579356704,0,8.0124294769515725,18
0.0032081860148810049,0,1.5023305269287992,2.6129108578891582,0,8.0124294769535958,18
0.0032085327200508298,0,1.5034532322636389,2.4653007436976031,0,8.0184172387394081,18
0.0032085327200509208,0,1.5034532322639129,2.4653007436588141,0,8.0184172387408683,18
0.0032097309996068409,0,1.5060933250716344,1.954441613382198,0,8.0324977337153829,18
0.003210929279162761,0,1.5068130293378541,1.4430079604323884,0,8.0363361564685558,18
0.0032121275587186811,0,1.5056185414410503,0.93165693997260068,0,8.0299655543522679,18
0.0032133258382746012,0,1.5025184403013456,0.42103985157303692,0,8.0134316816071767,18
0.0032143162822581965,0,1.4985252606889263,1.9238388659914563e-11,0,7.9921347236742744,18
0.0032143162822582875,0,1.4985252606885,0,0,7.9921347236719997,10.007865276328001
0.0032156102674379427,0,1.4924779036572389,0,0,7.959882152838607,10.040117847161394
