"Time","Ig:Measured current","Iout:Measured current","Vout:Measured voltage"
0.0059818243443544236,0,1.8658898549865492,9.9514125599282632
0.0059818243443545936,0,1.865889854985558,9.9514125599229768
0.0059821710476665258,0,1.8638693553830565,9.9406365620429682
0.0059821710476666958,0,1.8638693553820662,9.9406365620376871
0.005983370050226121,0.51434796446402276,1.8578603615917808,9.9085885951561643
0.0059845690527855454,1.0304102393997965,1.8538006640294338,9.8869368748236468
0.0059857680553449706,1.547518708633687,1.8516882390831149,9.8756706084432793
0.0059869670579043958,2.0650097742827151,1.8515185989688931,9.8747658611674307
0.0059881660604638211,2.5822243567545544,1.8532847917308171,9.884185555897691
0.0059893650630232454,3.098507894747534,1.8569774012409139,9.9038794732848743
0.0059905640655826707,3.6132103452506352,1.8625845471991898,9.933784251729012
0.0059917630681420959,4.1256861835434968,1.8700918851336308,9.9738233873793636
0.0059921333186725165,4.2833883395892336,1.8727915805965876,9.9882217631817998
0.0059921333186726865,0,1.8727915805978681,9.9882217631886299
0.0059924800788067481,0,1.8753026665120975,10.001614221397853
0.0059924800788069181,0,1.8753026665132788,10.001614221404154
0.0059932320709262261,0,1.8800534222505301,10.02695158533616
0.0059939840630455349,0,1.8838530111708471,10.047216059577851
0.0059947360551648428,0,1.8867017607321082,10.062409390571244
0.0059954880472841508,0,1.8886004713369009,10.072535847130139
0.0059962400394034596,0,1.8895504163325212,10.077602220440113
0.0059969920315227675,0,1.8895533420109731,10.077617824058523
0.0059977440236420754,0,1.8886114676089698,10.072594493914506
0.0059984960157613834,0,1.8867274853079326,10.062546588308974
0.0059992480078806922,0,1.8839045602339919,10.047490987914623
0.0059999999999998293,0,1.8801463304589454,10.027447095781042
0.0060000000000000001,0,1.8801463304579855,10.027447095775923
0.0060001548311859011,0,1.8792567834502074,10.022702845067773
0.0060001548311860711,0,1.8792567834492089,10.022702845062447
0.0060016267738620807,0,1.8706323894053509,9.9767060768285383
0.0060024398561775247,0,1.8658853661391792,9.9513886194089558
0.0060024398561776948,0,1.865885366138188,9.9513886194036694
0.0060027865597673709,0,1.8638648697787503,9.9406126388200011
0.0060027865597675409,0,1.86386486977776,9.94061263881472
0.006003985456202815,0.51430387232309349,1.857856341241654,9.9085671532888213
0.0060051843526380891,1.0303218014852609,1.8537967696562905,9.8869161048335492
0.0060063832490733632,1.5473858477521067,1.851684132186987,9.8756487049972641
0.0060075821455086373,2.0648325876785028,1.8515139426928569,9.8747410276952365
0.0060087810419439114,2.5820031141085846,1.8532792517268109,9.8841560092096579
0.0060099799383791855,3.0982430361757571,1.8569706465355558,9.9038434481896314
0.0060111788348144596,3.6129024793026883,1.8625762510595956,9.9337400056511758
0.0060123777312497337,4.1253360852013143,1.8700817259332299,9.9737692049772253
0.0060127488312635338,4.2834008250980951,1.8727874280922938,9.9881996164922331
0.0060127488312637055,0,1.8727874280935877,9.9881996164991342
0.0060130955585340406,0,1.8752983206848737,10.00159104365266
